AQCC,Name,X,Y,date,pm25,pm10,o3,no2,so2,co
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/16/2018,110,79,30,44,8,38
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/17/2018,113,97,36,43,8,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/18/2018,116,117,29,32,9,32
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/19/2018,127,68,38,24,10,30
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/20/2018,90,40,37,20,6,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/21/2018,66,53,32,39,9,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/22/2018,84,57,30,36,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/23/2018,110,72,41,38,6,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/24/2018,93,56,34,42,5,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/25/2018,82,64,88,59,10,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/26/2018,83,75,29,43,6,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/27/2018,90,57,31,36,7,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/28/2018,76,49,25,35,4,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/29/2018,59,63,30,39,6,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,9/30/2018,77,70,28,44,6,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/1/2018,66,78,6,68,4,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/2/2018,114,43,33,53,3,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/3/2018,60,62,29,55,5,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/4/2018,77,66,27,41,11,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/5/2018,71,72,29,45,4,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/6/2018,101,53,20,49,2,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/7/2018,71,53,29,53,5,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/8/2018,95,60,27,51,7,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/9/2018,87,44,26,39,3,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/10/2018,58,49,25,44,3,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/11/2018,42,76,17,65,5,37
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/12/2018,82,78,30,40,4,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/13/2018,78,40,36,32,2,9
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/14/2018,50,51,8,46,3,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/15/2018,75,31,7,47,2,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/16/2018,54,39,20,48,6,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/17/2018,89,49,31,52,4,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/18/2018,122,61,33,61,7,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/19/2018,124,61,41,61,6,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/20/2018,101,85,18,64,4,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/21/2018,92,92,20,45,4,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/22/2018,109,63,8,54,3,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/23/2018,88,36,35,49,3,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/24/2018,127,54,32,65,4,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/25/2018,97,57,26,56,4,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/26/2018,101,73,24,42,3,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/27/2018,107,78,29,48,5,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/28/2018,106,83,22,49,3,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/29/2018,98,41,29,42,5,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/30/2018,68,48,25,46,3,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/1/2018,72,,,,,
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/3/2018,42,64,29,50,2,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/4/2018,84,57,33,45,2,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/5/2018,66,72,32,56,3,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/6/2018,109,88,30,46,4,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/7/2018,112,110,17,36,5,32
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/8/2018,127,47,11,29,2,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/9/2018,73,36,10,30,2,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/10/2018,59,32,26,40,2,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/11/2018,48,86,16,58,3,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/12/2018,81,71,21,35,2,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/13/2018,72,64,33,34,2,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/14/2018,78,51,6,31,2,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/15/2018,54,53,27,87,2,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/16/2018,50,38,10,54,3,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/17/2018,47,46,23,32,4,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/18/2018,58,52,32,38,3,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/19/2018,55,62,49,38,4,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/20/2018,66,81,40,39,6,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/21/2018,82,71,28,29,2,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/22/2018,70,63,31,27,1,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/23/2018,66,,24,24,3,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/24/2018,66,87,36,25,3,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/25/2018,93,101,38,28,3,9
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/26/2018,110,115,41,32,4,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/27/2018,103,89,37,26,3,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/28/2018,87,105,43,32,4,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/29/2018,96,129,31,27,,9
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/30/2018,83,95,27,27,,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,5/31/2018,110,84,14,23,3,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/1/2018,105,82,26,25,3,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/2/2018,88,59,6,24,4,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/3/2018,77,,,,,
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/8/2018,25,,49,30,5,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/9/2018,46,78,48,31,8,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/10/2018,62,86,41,38,11,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/11/2018,85,74,36,30,5,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/12/2018,55,47,42,29,5,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/13/2018,57,107,39,34,10,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/14/2018,86,48,54,32,9,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/15/2018,66,76,17,32,9,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/16/2018,83,67,50,31,4,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/17/2018,63,58,41,40,7,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/18/2018,64,92,39,37,10,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/19/2018,103,78,52,40,8,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/20/2018,87,86,56,47,9,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/21/2018,121,82,51,35,9,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/22/2018,142,84,55,45,8,34
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/23/2018,99,93,50,48,10,29
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/24/2018,146,95,43,47,7,29
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/25/2018,152,79,30,34,7,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/26/2018,92,69,37,37,12,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/27/2018,86,76,52,38,9,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/28/2018,99,71,40,36,6,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/29/2018,116,73,22,45,6,40
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,6/30/2018,124,73,22,39,6,
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/1/2018,146,81,12,78,8,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/2/2018,118,63,12,54,4,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/3/2018,69,71,8,70,7,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/4/2018,127,81,16,75,6,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/5/2018,144,85,2,80,6,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/6/2018,155,78,9,75,5,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/7/2018,139,63,8,78,4,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/8/2018,116,72,11,83,6,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/9/2018,142,84,6,90,11,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/10/2018,154,54,13,79,14,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/11/2018,148,76,13,92,11,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/12/2018,155,92,14,81,7,34
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/13/2018,132,74,9,81,8,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/14/2018,118,90,14,77,8,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/15/2018,121,57,8,57,7,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/16/2018,77,58,13,63,13,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/17/2018,107,61,16,71,9,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/18/2018,117,71,15,89,9,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/19/2018,128,74,11,75,7,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/20/2018,105,66,11,73,4,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/21/2018,108,97,5,94,10,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/22/2018,160,91,12,96,8,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/23/2018,145,96,14,83,7,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/24/2018,122,109,12,88,7,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/25/2018,133,83,16,69,2,9
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/26/2018,97,64,2,74,3,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/27/2018,103,19,7,45,2,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/28/2018,45,40,17,55,3,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/29/2018,85,75,16,85,9,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/30/2018,160,92,5,80,10,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/31/2018,147,128,13,98,10,41
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/1/2018,171,88,21,85,8,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/2/2018,155,118,18,98,10,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/3/2018,173,144,11,103,9,30
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/4/2018,183,141,10,105,12,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/5/2018,188,138,15,106,10,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/6/2018,194,136,17,105,11,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/7/2018,188,87,1,89,7,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/8/2018,130,75,7,70,4,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/9/2018,132,78,17,73,7,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/10/2018,129,73,21,70,6,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/11/2018,119,95,2,103,7,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/12/2018,156,85,2,90,4,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/13/2018,120,59,6,66,3,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/14/2018,90,72,7,66,4,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/15/2018,91,88,8,73,5,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/16/2018,117,63,1,77,,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/17/2018,112,96,1,87,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/18/2018,132,93,7,81,5,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/19/2018,112,47,8,50,4,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/20/2018,74,80,4,83,7,26
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/21/2018,131,76,7,80,4,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/22/2018,106,52,9,52,,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/23/2018,96,53,3,62,,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/24/2018,81,43,7,52,3,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/25/2018,62,62,17,47,3,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/26/2018,78,76,6,68,4,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/27/2018,110,76,18,70,3,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,2/28/2018,116,85,22,69,4,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/1/2018,113,59,23,45,3,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/2/2018,89,64,19,44,4,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/3/2018,68,79,19,44,3,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/4/2018,84,88,21,52,4,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/5/2018,113,98,17,50,4,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/6/2018,114,64,20,49,4,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/7/2018,75,121,22,66,6,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/8/2018,123,117,15,58,8,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/9/2018,120,99,25,39,3,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/10/2018,71,122,9,57,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/11/2018,119,96,22,49,4,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/12/2018,94,63,22,41,5,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/13/2018,75,96,24,48,7,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/14/2018,145,108,23,64,7,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/15/2018,130,104,26,54,7,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/16/2018,108,57,20,37,3,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/17/2018,59,44,27,41,2,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/18/2018,65,66,29,64,11,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/19/2018,105,63,45,74,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/20/2018,108,85,23,59,4,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/21/2018,96,60,30,37,2,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/22/2018,61,60,18,57,5,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/23/2018,77,109,23,57,4,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/24/2018,124,99,19,50,4,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/25/2018,108,75,31,36,2,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/26/2018,87,74,33,37,3,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/27/2018,83,102,27,65,5,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/28/2018,122,101,28,67,8,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/29/2018,114,85,21,46,3,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/30/2018,87,97,35,35,2,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,3/31/2018,83,66,32,43,6,11
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/18/2017,71,52,18,73,7,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/19/2017,84,2,8,70,7,29
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/20/2017,80,33,21,83,13,35
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/21/2017,106,71,25,86,8,32
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/22/2017,85,110,18,82,10,36
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/23/2017,118,96,20,86,9,37
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/24/2017,106,101,19,91,9,37
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/25/2017,108,121,24,96,17,39
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/26/2017,134,103,23,85,10,35
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/27/2017,119,129,15,80,12,49
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/28/2017,138,118,17,85,9,41
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/29/2017,127,122,12,90,12,42
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/30/2017,132,117,22,82,10,33
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,10/31/2017,119,166,14,77,9,35
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/1/2017,138,170,12,72,7,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/2/2017,139,160,10,68,6,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/3/2017,134,131,13,72,7,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/4/2017,117,90,13,72,5,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/5/2017,96,118,15,82,8,39
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/6/2017,134,121,18,91,9,42
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/7/2017,137,108,18,93,6,37
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/8/2017,127,95,16,89,6,35
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/9/2017,113,80,15,77,5,30
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/10/2017,92,78,12,73,5,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/11/2017,82,110,14,67,5,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/12/2017,112,77,16,71,7,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/13/2017,109,86,12,82,8,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/14/2017,125,86,17,85,7,29
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/15/2017,129,77,17,78,8,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/16/2017,112,74,20,75,9,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/17/2017,111,78,15,78,12,33
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/18/2017,116,73,10,75,8,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/19/2017,108,94,12,88,11,35
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/20/2017,139,91,11,76,9,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/21/2017,124,64,5,69,5,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/22/2017,71,72,12,64,5,20
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/23/2017,86,38,15,53,2,15
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/24/2017,54,88,17,45,2,17
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/25/2017,49,61,10,55,5,16
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/26/2017,76,75,10,67,6,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/27/2017,104,85,9,67,7,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/28/2017,120,73,9,63,9,26
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/29/2017,117,92,10,81,7,36
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,11/30/2017,135,84,10,70,7,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/1/2017,134,60,13,63,5,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/2/2017,102,77,11,69,5,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/3/2017,118,74,12,74,8,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/4/2017,143,87,10,91,8,26
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/5/2017,149,88,7,88,7,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/6/2017,150,68,10,75,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/7/2017,92,,,,,
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/10/2017,97,79,7,63,10,13
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/11/2017,120,66,10,71,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/12/2017,102,88,7,80,16,27
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/13/2017,138,65,12,72,12,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/14/2017,117,66,14,79,16,22
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/15/2017,125,85,6,95,11,33
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/16/2017,147,106,8,101,11,32
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/17/2017,169,105,8,102,11,34
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/18/2017,167,111,6,105,12,34
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/19/2017,174,117,5,104,13,33
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/20/2017,173,133,4,98,15,49
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/21/2017,174,63,10,103,8,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/22/2017,126,77,6,105,10,29
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/23/2017,132,99,6,100,11,41
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/24/2017,145,120,5,88,11,41
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/25/2017,145,69,8,79,7,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/26/2017,100,87,11,65,6,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/27/2017,97,69,10,67,7,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/28/2017,97,88,13,73,6,26
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/29/2017,134,85,9,74,14,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,12/30/2017,134,,,,,
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/7/2017,55,26,22,,4,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/8/2017,45,35,18,,3,14
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/9/2017,65,55,13,,2,12
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/10/2017,68,67,2,,3,
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,4/11/2017,74,41,10,,2,30
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/2/2017,158,39,6,,10,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/3/2017,87,62,10,,28,46
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/4/2017,113,51,10,,36,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/5/2017,90,69,11,,,40
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/6/2017,139,65,10,,,37
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/7/2017,152,72,10,,,35
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/8/2017,163,77,11,,29,36
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/9/2017,174,62,10,,28,30
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/10/2017,163,74,9,,27,49
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/11/2017,160,87,11,,35,53
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/12/2017,167,67,11,,28,36
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/13/2017,149,55,13,,17,24
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/14/2017,120,64,14,,16,31
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/15/2017,117,59,14,,14,25
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/16/2017,134,60,8,,37,34
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/18/2017,155,50,11,,34,23
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/19/2017,168,67,10,,33,26
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/20/2017,106,53,8,,18,19
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/21/2017,131,,9,,34,33
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/22/2017,137,41,10,,42,21
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/23/2017,95,9,13,,41,28
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/24/2017,116,,11,,19,18
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/25/2017,129,,11,,50,29
3,"Tehran Shahre Rey, Iran",538547.0001,3940175,1/26/2017,127,,11,,,
