AQCC,Name,X,Y,date,pm25,pm10,o3,no2,so2,co
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/2/2024,63,63,67,145,7,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/3/2024,74,69,91,100,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/4/2024,113,70,91,93,5,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/5/2024,109,59,71,83,11,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/7/2024,52,,59,53,7,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/8/2024,47,43,64,55,7,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/9/2024,49,51,68,70,6,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/10/2024,53,59,72,67,6,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/11/2024,59,57,72,68,7,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/12/2024,60,46,70,67,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/13/2024,54,55,76,73,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/14/2024,60,55,76,60,8,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/15/2024,58,51,86,54,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/16/2024,54,41,82,91,6,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/17/2024,51,51,82,98,8,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/18/2024,56,54,78,85,7,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/19/2024,56,60,78,54,6,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/20/2024,59,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/23/2024,60,58,94,77,8,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/24/2024,65,58,92,87,7,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/25/2024,60,51,91,108,5,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/26/2024,57,62,118,61,4,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/27/2024,64,61,118,105,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/28/2024,67,72,111,104,6,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/29/2024,73,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/1/2024,82,77,93,103,8,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/2/2024,78,68,93,85,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/3/2024,66,77,82,97,5,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/4/2024,72,71,80,102,,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/5/2024,69,68,85,104,31,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/6/2024,69,57,67,85,18,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/7/2024,65,55,52,83,6,34
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/8/2024,64,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/11/2024,75,74,81,99,6,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/12/2024,74,66,76,96,6,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/13/2024,66,58,79,104,7,41
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/14/2024,65,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/17/2024,63,64,77,82,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/18/2024,64,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/20/2024,63,60,76,79,14,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/21/2024,62,53,76,77,11,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/22/2024,60,46,74,90,5,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/23/2024,55,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/11/2024,56,60,73,,8,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/12/2024,60,56,73,,8,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/13/2024,61,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/15/2024,60,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/20/2024,50,35,72,,13,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/21/2024,55,31,77,,7,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/22/2024,40,51,77,,12,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/23/2024,56,48,58,,11,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/24/2024,59,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/1/2024,123,86,,105,47,42
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/2/2024,131,85,,94,19,49
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/3/2024,124,67,,104,35,41
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/4/2024,96,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/6/2024,69,46,,65,12,37
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/7/2024,57,55,,91,22,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/8/2024,76,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/10/2024,48,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/17/2024,69,,,106,23,59
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/18/2024,90,,,83,17,40
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/19/2024,85,,,103,21,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/20/2024,116,,,104,27,57
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/21/2024,124,,,107,39,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/22/2024,82,,,97,42,38
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/23/2024,82,,,86,8,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/24/2024,71,44,,86,9,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/25/2024,88,30,,61,11,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/26/2024,46,53,,81,29,38
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/27/2024,91,,,57,9,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/28/2024,73,,,60,15,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/29/2024,28,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/31/2024,72,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/4/2024,92,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/6/2024,49,,,57,12,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/7/2024,30,,,87,11,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/8/2024,62,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/10/2024,77,54,,103,43,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/11/2024,68,66,,104,65,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/12/2024,94,69,,102,33,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/13/2024,96,71,,101,23,34
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/14/2024,98,59,,99,18,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/15/2024,83,22,,54,7,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/16/2024,38,16,,47,6,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/17/2024,33,24,,53,8,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/18/2024,29,36,,63,10,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/19/2024,69,42,,60,8,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/20/2024,80,,,73,9,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/21/2024,82,,,75,12,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/22/2024,85,,,73,18,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/23/2024,87,,,66,19,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/24/2024,67,,,67,12,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/25/2024,65,,,87,5,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/26/2024,47,26,,101,5,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/27/2024,54,27,,55,5,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/28/2024,58,31,,65,9,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/29/2024,74,55,,75,16,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/1/2024,81,,,79,30,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/2/2024,84,78,,100,18,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/3/2024,96,75,,102,15,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/4/2024,110,58,,87,14,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/5/2024,113,56,,93,19,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/6/2024,117,57,,89,16,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/7/2024,74,38,,65,9,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/8/2024,56,50,,62,9,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/9/2024,55,43,,62,7,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/10/2024,40,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/12/2024,73,60,,88,10,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/13/2024,102,65,,97,9,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/14/2024,103,50,,93,6,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/15/2024,72,33,,108,7,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/16/2024,45,33,,73,34,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/17/2024,36,35,,62,6,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/18/2024,41,32,,48,5,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/19/2024,42,22,,53,6,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/20/2024,30,14,,50,3,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/21/2024,20,19,50,55,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/22/2024,32,21,50,56,5,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/23/2024,31,21,,52,5,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/24/2024,26,30,,41,6,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/25/2024,29,13,,47,4,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/26/2024,23,32,,47,5,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/27/2024,38,22,,54,7,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/28/2024,32,17,,61,8,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/29/2024,32,20,50,63,10,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/30/2024,39,27,50,75,12,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/31/2024,58,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/1/2023,53,55,,79,16,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/2/2023,55,55,,61,14,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/3/2023,54,62,,78,8,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/4/2023,59,39,,63,6,8
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/5/2023,33,36,,58,7,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/6/2023,34,44,,74,14,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/7/2023,46,55,88,84,18,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/8/2023,60,55,,80,16,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/9/2023,60,58,,95,13,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/10/2023,59,50,,56,8,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/11/2023,52,48,,56,8,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/12/2023,53,45,,61,5,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/13/2023,65,59,,82,6,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/14/2023,116,59,,90,12,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/15/2023,69,69,,121,15,39
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/16/2023,98,49,,102,8,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/17/2023,66,51,,79,7,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/18/2023,62,51,,71,10,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/19/2023,53,47,,55,9,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/20/2023,51,49,,65,8,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/21/2023,58,61,,79,11,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/22/2023,65,60,,66,10,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/23/2023,61,64,,78,10,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/24/2023,63,64,,78,12,47
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/25/2023,64,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/31/2023,69,65,,102,11,37
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/1/2023,71,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/3/2023,87,58,,75,6,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/4/2023,112,37,,82,6,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/5/2023,80,59,,87,6,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/6/2023,122,52,,95,8,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/7/2023,84,57,,101,10,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/8/2023,90,59,,87,11,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/9/2023,92,58,,88,12,41
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/10/2023,90,59,,98,12,34
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/11/2023,91,69,,102,17,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/12/2023,108,70,,107,16,41
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/13/2023,106,80,,109,21,53
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/14/2023,140,82,,109,36,38
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/15/2023,148,62,,104,15,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/16/2023,84,56,,104,13,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/17/2023,69,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/19/2023,49,39,,80,10,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/20/2023,45,24,,71,7,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/21/2023,37,25,,64,6,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/22/2023,33,55,,98,10,48
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/23/2023,83,73,,107,22,52
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/24/2023,131,75,,109,26,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/25/2023,143,80,,113,23,54
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/26/2023,149,72,,157,30,52
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/27/2023,122,58,,122,14,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/28/2023,66,44,,58,16,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/29/2023,55,56,,32,11,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/30/2023,79,61,,38,14,49
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/1/2023,99,70,,48,18,54
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/2/2023,130,,,58,18,60
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/3/2023,154,87,,61,22,57
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/4/2023,153,89,,73,47,57
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/5/2023,155,78,,73,28,57
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/6/2023,136,66,,,18,43
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/7/2023,112,50,,,16,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/8/2023,73,53,,,14,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/9/2023,74,73,,100,12,55
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/10/2023,107,57,,102,14,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/11/2023,71,71,,101,18,63
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/12/2023,92,,,96,24,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/13/2023,102,61,,79,15,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/14/2023,81,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/16/2023,112,81,,112,16,70
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/17/2023,153,78,,105,35,57
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/18/2023,144,73,,103,31,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/19/2023,138,59,,77,13,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/20/2023,98,62,,88,13,42
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/21/2023,104,61,,100,12,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/22/2023,105,,,101,14,43
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/23/2023,104,56,,97,11,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/24/2023,95,32,,62,16,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/25/2023,45,23,,54,16,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/26/2023,31,50,,67,15,36
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/27/2023,63,59,,87,23,50
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/28/2023,73,59,,94,31,41
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/29/2023,84,56,,91,13,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/30/2023,90,56,,103,14,55
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/31/2023,109,81,,109,36,38
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/1/2023,70,62,,108,10,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/2/2023,69,72,,110,13,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/3/2023,81,86,79,118,10,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/4/2023,98,75,71,112,10,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/5/2023,76,64,66,101,13,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/6/2023,64,57,61,101,15,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/7/2023,57,52,59,100,16,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/8/2023,53,61,75,107,6,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/9/2023,72,61,57,105,11,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/10/2023,63,56,77,105,12,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/11/2023,59,58,89,110,13,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/12/2023,59,67,89,112,10,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/13/2023,70,67,66,109,9,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/14/2023,69,74,63,104,8,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/15/2023,72,75,86,108,8,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/16/2023,71,73,86,116,8,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/17/2023,74,75,81,107,8,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/18/2023,72,75,90,111,11,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/19/2023,71,116,90,109,11,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/20/2023,102,103,,98,9,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/21/2023,97,73,,101,10,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/22/2023,73,66,,108,14,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/23/2023,69,61,,103,7,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/24/2023,69,60,,115,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/25/2023,69,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/27/2023,65,63,96,,10,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/28/2023,62,69,81,,13,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/29/2023,72,63,81,,14,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/30/2023,79,61,61,,14,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/31/2023,60,65,56,,11,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/1/2023,65,55,56,,7,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/2/2023,49,60,52,,8,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/3/2023,55,58,52,,7,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/4/2023,52,50,52,,7,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/5/2023,38,58,,,9,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/6/2023,51,56,,,9,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/7/2023,53,63,54,,8,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/8/2023,57,53,95,,7,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/9/2023,52,55,95,,10,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/10/2023,64,58,84,,13,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/11/2023,61,55,79,,13,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/12/2023,56,57,75,,15,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/13/2023,55,59,57,,34,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/14/2023,62,60,,,20,35
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/15/2023,59,62,76,,16,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/16/2023,57,66,73,,16,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/17/2023,60,57,67,,14,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/18/2023,54,54,62,,11,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/19/2023,53,52,50,,12,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/20/2023,53,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/22/2023,63,59,70,104,14,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/23/2023,63,61,93,131,12,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/24/2023,66,60,93,102,13,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/25/2023,64,55,,76,10,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/26/2023,51,90,87,127,11,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/27/2023,71,80,73,114,19,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/28/2023,64,66,73,84,25,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/29/2023,61,63,70,85,10,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/30/2023,58,58,,95,8,35
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/31/2023,56,65,86,86,8,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/1/2023,60,64,81,93,8,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/2/2023,60,64,79,102,7,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/3/2023,62,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/18/2023,58,61,54,75,12,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/19/2023,53,63,54,83,13,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/20/2023,55,63,62,122,16,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/21/2023,55,60,65,124,15,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/22/2023,57,55,65,76,20,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/23/2023,56,58,64,78,14,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/24/2023,54,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/30/2023,49,55,,93,16,37
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/1/2023,22,29,55,49,7,7
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/2/2023,24,40,,99,8,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/3/2023,49,36,,100,9,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/4/2023,41,38,,95,12,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/5/2023,41,47,,101,12,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/6/2023,45,52,,97,11,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/7/2023,49,45,,100,9,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/8/2023,41,62,,92,8,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/9/2023,55,68,,87,8,22
