time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-02T21:05:37.351Z,-34.8421,-179.5924,35,4.7,mb,25,115,3.202,1.13,us,us6000nw66,2024-10-02T21:45:15.040Z,"south of the Kermadec Islands",earthquake,10.92,1.89,0.134,17,reviewed,us,us
2024-10-02T20:52:38.950Z,19.4139995574951,-155.294006347656,6.42999982833862,3.27999997,md,25,68,0.007437,0.370000005,hv,hv74485927,2024-10-02T20:54:42.250Z,"7 km WSW of Volcano, Hawaii",earthquake,0.6,0.790000021,0.25999999,8,automatic,hv,hv
2024-10-02T20:44:00.185Z,5.7544,126.0905,102.668,4.5,mb,43,88,1.402,0.61,us,us6000nw62,2024-10-03T17:25:20.040Z,"52 km ESE of Mangili, Philippines",earthquake,11.38,6.307,0.092,35,reviewed,us,us
2024-10-02T20:34:58.730Z,18.011,-66.8376666666667,13.17,2.83,md,9,129,0.07779,0.25,pr,pr71461603,2024-10-02T20:45:01.980Z,"2 km NW of Indios, Puerto Rico",earthquake,0.71,1.02,0.0610877483158974,3,reviewed,pr,pr
2024-10-02T19:55:58.710Z,38.5468333333333,-119.534833333333,3.26,2.77,md,14,94,0.05384,0.09,nc,nc75069581,2024-10-08T04:21:50.479Z,"6 km NW of Walker, CA",earthquake,0.2,0.52,0.342,18,reviewed,nc,nc
2024-10-02T19:41:01.490Z,11.9994,-86.6932,114.993,4.6,mb,60,66,0.46,0.78,us,us6000nw5b,2024-10-02T20:36:49.040Z,"20 km W of Villa El Carmen, Nicaragua",earthquake,7.98,5.65,0.047,136,reviewed,us,us
2024-10-02T19:33:33.470Z,38.5473333333333,-119.533833333333,3.27,3.02,ml,21,94,0.05352,0.09,nc,nc75069561,2024-10-08T04:10:04.930Z,"6 km NW of Walker, CA",earthquake,0.25,0.78,0.214,54,reviewed,nc,nc
2024-10-02T19:18:05.066Z,61.6527,-150.9794,62.4,3,ml,,,,0.64,ak,ak024corqw26,2024-10-03T19:21:34.498Z,"27 km WNW of Susitna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-02T19:03:24.652Z,15.8322,-93.9908,72.169,4.4,mb,73,146,1.838,0.73,us,us6000nw51,2024-10-02T19:28:55.040Z,"25 km WSW of Cabeza de Toro, Mexico",earthquake,10.33,10.226,0.061,76,reviewed,us,us
2024-10-02T17:45:50.320Z,35.0385,-116.9825,4.09,2.91,ml,46,53,0.1636,0.13,ci,ci40750535,2024-10-07T18:34:07.040Z,"16 km NNE of Barstow, CA",earthquake,0.13,0.62,0.176,25,reviewed,ci,ci
2024-10-02T16:43:21.158Z,-7.4024,129.0732,121.221,4.4,mb,20,73,5.462,0.79,us,us6000nw4g,2024-10-03T22:47:40.040Z,"260 km ENE of Lospalos, Timor Leste",earthquake,8.82,8.665,0.143,15,reviewed,us,us
2024-10-02T16:20:49.186Z,-4.5278,101.8224,35,4.7,mb,39,188,1.142,0.73,us,us6000nw47,2024-10-02T16:49:49.040Z,"94 km SSW of Bengkulu, Indonesia",earthquake,8.8,1.96,0.106,28,reviewed,us,us
2024-10-02T16:03:25.392Z,55.3527,-151.1584,10,3.2,ml,45,229,2.087,0.98,us,us7000nhr2,2024-10-03T23:07:44.040Z,"245 km SSE of Old Harbor, Alaska",earthquake,9.21,2.017,0.074,24,reviewed,us,us
2024-10-02T15:35:52.207Z,49.2777,-128.7411,10,4.1,mb,31,97,1.419,1.07,us,us7000nhqw,2024-10-04T22:09:37.067Z,"188 km SW of Port McNeill, Canada",earthquake,5.67,1.968,0.08,42,reviewed,us,us
2024-10-02T15:22:44.490Z,17.9653333333333,-66.9853333333333,6.05,2.51,md,5,201,0.0562,0.09,pr,pr71461598,2024-10-02T15:51:54.750Z,"6 km E of La Parguera, Puerto Rico",earthquake,0.73,1.17,0.051356533548113,3,reviewed,pr,pr
2024-10-02T14:56:40.500Z,18.8313333333333,-68.262,14.53,3.24,md,7,167,0.3348,0.33,pr,pr71461588,2024-10-02T15:18:37.910Z,"31 km NNE of Punta Cana, Dominican Republic",earthquake,1.22,3.09,0.150288146596499,4,reviewed,pr,pr
2024-10-02T14:45:53.823Z,68.853,-145.3688,0.3,3,ml,,,,0.77,ak,ak024cooxm5d,2024-10-04T07:08:23.040Z,"81 km N of Arctic Village, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-10-02T14:40:53.561Z,35.578,141.0927,46.931,4.7,mb,38,141,2.532,0.56,us,us7000nhql,2024-10-04T14:43:04.040Z,"29 km SE of Hasaki, Japan",earthquake,6.91,7.652,0.117,22,reviewed,us,us
2024-10-02T14:34:05.934Z,57.2016,-150.9689,92.6,2.8,ml,,,,0.64,ak,ak024coov5kh,2024-10-04T14:26:39.040Z,"91 km ESE of Chiniak, Alaska",earthquake,,5.3,,,automatic,ak,ak
2024-10-02T12:41:54.290Z,31.8838333,-116.5726667,19.25,2.66,ml,16,90,0.1923,0.17,ci,ci40750263,2024-10-04T04:49:40.040Z,"5 km ENE of Ensenada, B.C., MX",earthquake,0.48,1.56,0.148,18,reviewed,ci,ci
2024-10-02T11:39:53.748Z,46.0971,-73.8064,9.368,2.6,mb_lg,28,92,0.61,0.35,us,us7000nhpv,2024-10-08T04:10:17.093Z,"7 km ENE of Chertsey, Canada",earthquake,4.42,7.798,0.154,11,reviewed,us,us
2024-10-02T11:14:20.710Z,36.0908333333333,-120.201333333333,11.18,2.6,md,54,51,0.05367,0.14,nc,nc75069416,2024-10-04T23:05:16.520Z,"12 km NNW of Avenal, CA",earthquake,0.24,0.34,0.132,64,reviewed,nc,nc
2024-10-02T10:51:09.956Z,13.1094,-89.9021,35.345,4.5,mwr,116,151,0.698,0.84,us,us7000nhpp,2024-10-02T11:10:31.040Z,"54 km S of Acajutla, El Salvador",earthquake,5.92,7.546,0.078,16,reviewed,us,us
2024-10-02T10:26:47.120Z,18.6846666666667,-67.2791666666667,44.98,2.84,md,9,300,0.2287,0.16,pr,pr71461563,2024-10-02T11:04:07.870Z,"28 km NW of San Antonio, Puerto Rico",earthquake,0.89,1.01,0.0853375077544678,6,reviewed,pr,pr
2024-10-02T10:13:45.484Z,23.0683,141.5993,217.835,4.7,mb,50,112,4.045,0.52,us,us7000nhpl,2024-10-02T10:39:30.040Z,"Volcano Islands, Japan region",earthquake,13.73,8.471,0.081,47,reviewed,us,us
2024-10-02T08:46:24.010Z,34.0638333,-118.801,9.94,2.75,ml,113,87,0.02808,0.29,ci,ci40750111,2024-10-03T05:11:41.269Z,"7 km N of Malibu, CA",earthquake,0.22,0.4,0.168,201,reviewed,ci,ci
2024-10-02T08:30:28.973Z,40.3518,-127.3151,10,2.9,ml,32,266,2.441,0.71,us,us7000nhnp,2024-10-02T18:18:28.301Z,"259 km W of Ferndale, California",earthquake,10.46,2.022,0.044,68,reviewed,us,us
2024-10-02T08:11:53.589Z,-20.5217,-178.3739,539.95,4.5,mb,54,78,3.305,0.7,us,us7000nhnl,2024-10-02T08:34:16.040Z,"Fiji region",earthquake,14.03,7.233,0.039,189,reviewed,us,us
2024-10-02T06:49:11.249Z,-17.6026,-69.5744,160.9,4.4,mb,30,114,0.731,0.75,us,us7000nhn6,2024-10-02T07:37:03.040Z,"45 km ENE of Palca, Peru",earthquake,7.66,6.692,0.134,16,reviewed,us,us
2024-10-02T05:43:15.020Z,19.0176,-64.801,45,3.57,md,12,277,0.6296,0.22,pr,pr2024276000,2024-10-02T06:12:49.725Z,"75 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.64,7.84,0.11,7,reviewed,pr,pr
2024-10-02T05:03:22.348Z,11.788,-87.7772,10,4.4,mb,35,181,1.167,0.77,us,us7000nhmq,2024-10-03T04:06:10.815Z,"101 km SW of Corinto, Nicaragua",earthquake,6.8,1.969,0.079,46,reviewed,us,us
2024-10-02T04:52:34.486Z,52.4325,-165.1586,38.485,3.7,ml,14,226,1.631,0.55,us,us7000nhml,2024-10-08T01:41:55.040Z,"184 km SSE of Unalaska, Alaska",earthquake,8.25,23.681,0.091,16,reviewed,us,us
2024-10-02T04:47:43.140Z,36.9306666666667,-121.2785,8.13,2.53,md,75,37,0.03271,0.12,nc,nc75069291,2024-10-08T01:21:10.040Z,"14 km ENE of Hollister, CA",earthquake,0.16,0.3,0.109,80,reviewed,nc,nc
2024-10-02T04:44:00.199Z,-1.1184,127.5419,10,4.5,mb,25,106,1.886,0.43,us,us7000nhmk,2024-10-08T01:05:14.040Z,"54 km S of Labuha, Indonesia",earthquake,8.27,1.903,0.124,19,reviewed,us,us
2024-10-02T04:06:36.520Z,19.0718333333333,-155.356666666667,32.04,2.5,ml,54,204,0.1298,0.1,hv,hv74485057,2024-10-08T00:46:39.040Z,"19 km SE of Pāhala, Hawaii",earthquake,0.53,0.56,0.161102576700236,39,reviewed,hv,hv
2024-10-02T03:19:32.430Z,17.9728333333333,-66.8146666666667,11.36,2.55,md,18,163,0.05106,0.19,pr,pr71461538,2024-10-02T03:37:09.590Z,"2 km SSE of Indios, Puerto Rico",earthquake,0.55,0.38,0.00382362292888683,4,reviewed,pr,pr
2024-10-02T02:27:56.830Z,57.0742,-150.0465,10.1,3.7,ml,,,,0.76,ak,ak024cohojvf,2024-10-04T04:17:45.040Z,"147 km ESE of Chiniak, Alaska",earthquake,,5.8,,,reviewed,ak,ak
2024-10-02T02:06:16.710Z,36.0839996337891,-120.19766998291,11.0299997329712,3.38,ml,41,119,0.04725,0.1,nc,nc75069216,2024-10-04T04:07:58.040Z,"11 km NNW of Avenal, CA",earthquake,0.24,0.349999994,0.377,29,automatic,nc,nc
2024-10-02T01:53:57.870Z,17.9471666666667,-66.8723333333333,10.57,2.66,md,10,178,0.02538,0.14,pr,pr71461533,2024-10-02T02:07:33.770Z,"3 km SSE of Maria Antonia, Puerto Rico",earthquake,0.75,0.46,0.0746785481763865,5,reviewed,pr,pr
2024-10-02T01:20:37.143Z,9.0944,126.9483,10,4.9,mb,54,84,2.426,0.44,us,us7000nhld,2024-10-04T03:55:12.040Z,"73 km ENE of Aras-asan, Philippines",earthquake,11.32,1.903,0.083,45,reviewed,us,us
2024-10-02T01:09:15.263Z,-7.207,106.4137,54.06,4.4,mb,27,112,1.252,0.91,us,us7000nhlt,2024-10-04T03:49:17.040Z,"28 km SSW of Pelabuhanratu, Indonesia",earthquake,10.73,7.9,0.117,21,reviewed,us,us
2024-10-02T01:09:07.871Z,-46.8323,-10.6186,10,5.3,mww,54,54,25.185,0.79,us,us7000nhlb,2024-10-04T03:23:12.313Z,"southern Mid-Atlantic Ridge",earthquake,11.5,1.788,0.127,6,reviewed,us,us
2024-10-02T00:45:18.260Z,36.0808333333333,-120.200666666667,11.15,4.02,mw,71,36,0.04766,0.17,nc,nc75069176,2024-10-08T03:35:08.276Z,"11 km NNW of Avenal, CA",earthquake,0.18,0.25,,8,reviewed,nc,nc
2024-10-01T23:53:11.074Z,62.1855,-150.6326,0,2.5,ml,,,,0.78,ak,ak024cn6ssir,2024-10-04T00:03:00.040Z,"25 km SW of Trapper Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-10-01T23:52:46.663Z,3.7667,95.846,46.666,4.6,mb,40,132,1.82,0.75,us,us7000nhl1,2024-10-04T00:11:45.040Z,"52 km SW of Meulaboh, Indonesia",earthquake,8.7,8.038,0.101,29,reviewed,us,us
2024-10-01T22:52:16.000Z,36.0531667,-117.9123333,6.7,2.61,ml,33,69,0.04869,0.14,ci,ci40749895,2024-10-02T15:42:01.213Z,"3 km ENE of Coso Junction, CA",earthquake,0.18,0.51,0.147,89,reviewed,ci,ci
2024-10-01T21:59:27.685Z,-16.4767,-173.7322,61.539,4.7,mb,38,102,3.172,0.8,us,us7000nhkj,2024-10-01T22:26:16.040Z,"58 km S of Hihifo, Tonga",earthquake,11,6.464,0.093,35,reviewed,us,us
2024-10-01T21:42:34.354Z,60.3606,-148.0856,11.2,2.6,ml,,,,0.7,ak,ak024cn5jm6z,2024-10-01T22:55:27.040Z,"33 km N of Chenega, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-01T21:37:58.368Z,-1.0637,127.447,10,4.7,mb,37,83,1.825,0.84,us,us7000nhke,2024-10-01T22:16:25.040Z,"48 km S of Labuha, Indonesia",earthquake,7.4,1.904,0.101,33,reviewed,us,us
2024-10-01T21:19:49.696Z,14.2112,124.8534,10,5.9,mww,104,24,7.132,0.92,us,us7000nhk8,2024-10-02T21:23:55.061Z,"69 km ENE of Panganiban, Philippines",earthquake,7.9,1.833,0.046,46,reviewed,us,us
2024-10-01T21:05:22.840Z,19.2098333333333,-156.369333333333,38.21,2.59,ml,50,283,0.4757,0.15,hv,hv74484652,2024-10-01T22:02:44.040Z,"56 km SW of Captain Cook, Hawaii",earthquake,0.72,1.43,0.181440204959745,22,reviewed,hv,hv
2024-10-01T20:41:25.600Z,-19.6406,-69.2314,107.995,4.4,mb,26,86,0.045,0.62,us,us7000nhk1,2024-10-01T21:28:36.040Z,"41 km SSE of Camiña, Chile",earthquake,5.1,4.275,0.13,17,reviewed,us,us
2024-10-01T20:11:54.330Z,19.2176666666667,-155.4845,30.32,2.62,ml,62,83,0.03347,0.11,hv,hv74484622,2024-10-07T18:25:34.040Z,"1 km NNW of Pāhala, Hawaii",earthquake,0.35,0.39,0.173642153770609,43,reviewed,hv,hv
2024-10-01T20:05:33.583Z,-19.3448,-172.7124,10,6.6,mww,88,32,2.645,1.16,us,us7000nhjw,2024-10-07T18:43:07.416Z,"154 km ESE of Neiafu, Tonga",earthquake,6.58,1.75,0.055,32,reviewed,us,us
2024-10-01T19:56:21.570Z,34.0398333,-117.608,5.29,3.54,ml,150,13,0.006642,0.19,ci,ci40749799,2024-10-08T10:03:17.117Z,"2 km SE of Ontario, CA",earthquake,0.1,0.24,0.2,356,reviewed,ci,ci
2024-10-01T18:32:36.509Z,60.7801,-144.1884,0.1,2.7,ml,,,,0.74,ak,ak024cn3p6ei,2024-10-01T19:59:58.040Z,"83 km S of Chitina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-10-01T17:49:44.010Z,47.591833333333334,-122.58316666666667,27.06,2.68,ml,91,21,0.04267,0.21,uw,uw62043042,2024-10-07T18:22:51.040Z,"1 km ENE of Enetai, Washington",earthquake,0.18,0.32,0.22068854699934892,107,reviewed,uw,uw
2024-10-01T16:02:12.689Z,-49.0086,121.4104,10,4.6,mb,32,114,16.366,0.43,us,us7000nhhx,2024-10-01T17:26:00.040Z,"western Indian-Antarctic Ridge",earthquake,8.08,1.784,0.105,29,reviewed,us,us
2024-10-01T15:43:45.483Z,-14.8145,168.0111,10.441,4.6,mb,43,140,6.719,0.72,us,us7000nhhs,2024-10-01T16:38:23.040Z,"104 km ENE of Port-Olry, Vanuatu",earthquake,9.54,4.755,0.092,39,reviewed,us,us
2024-10-01T15:09:13.672Z,-2.3909,-80.4751,35,3.8,ml,11,306,0.941,1.54,us,us7000nhhp,2024-10-01T15:59:23.040Z,"28 km NNW of Playas, Ecuador",earthquake,5.32,2.028,0.077,22,reviewed,us,us
2024-10-01T15:08:38.399Z,61.064,-152.3584,107,2.7,ml,,,,0.55,ak,ak024cn1rqj6,2024-10-02T16:13:57.040Z,"65 km W of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-01T14:17:23.080Z,18.8098333333333,-64.6413333333333,11.94,3.21,md,5,283,0.3881,0.11,pr,pr71461513,2024-10-02T16:09:52.040Z,"55 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.54,6.12,0.0150397602067969,3,reviewed,pr,pr
2024-10-01T13:24:08.211Z,31.723,-104.29,6.3306,2.9,ml,30,57,0,0.2,tx,tx2024thqr,2024-10-02T16:06:02.040Z,"50 km S of Whites City, New Mexico",earthquake,0.5763571057531583,0.6452664464002714,0.2,24,reviewed,tx,tx
2024-10-01T11:49:05.149Z,38.9342,26.0028,10,4.1,mb,13,83,0.716,0.87,us,us7000nhg8,2024-10-02T08:26:38.040Z,"22 km SW of Polichnítos, Greece",earthquake,3.22,1.961,0.369,2,reviewed,us,us
2024-10-01T11:45:52.388Z,-30.0576,-71.2276,62.252,4.3,mb,26,146,0.139,0.45,us,us7000nhg7,2024-10-02T08:44:10.040Z,"15 km SE of Coquimbo, Chile",earthquake,3.84,7.243,0.306,3,reviewed,us,us
2024-10-01T11:16:05.886Z,-2.905,129.5378,10,4.5,mb,24,78,1.648,0.78,us,us7000nhg2,2024-10-02T08:10:01.040Z,"76 km NE of Masohi, Indonesia",earthquake,7.39,1.874,0.113,23,reviewed,us,us
2024-10-01T10:42:33.980Z,18.0261666666667,-66.7683333333333,13.47,2.52,md,11,120,0.1091,0.13,pr,pr71461503,2024-10-01T11:00:09.930Z,"0 km N of Magas Arriba, Puerto Rico",earthquake,0.34,0.41,0.0639212652146099,7,reviewed,pr,pr
2024-10-01T10:11:50.864Z,52.8205,160.2583,37.496,4.9,mb,78,106,0.995,0.7,us,us7000nhft,2024-10-01T10:34:37.040Z,"112 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,7.78,6.287,0.04,202,reviewed,us,us
2024-10-01T09:28:05.902Z,-5.9971,124.9161,587.533,6.1,mww,95,23,3.732,0.71,us,us7000nhex,2024-10-02T09:34:44.962Z,"262 km ESE of Baubau, Indonesia",earthquake,7.62,5.658,0.051,37,reviewed,us,us
2024-10-01T09:27:03.718Z,51.4173,-178.3991,25.398,3.2,ml,23,197,0.293,0.38,us,us7000nhl5,2024-10-02T07:41:29.040Z,"132 km WSW of Adak, Alaska",earthquake,3.66,11.184,0.081,20,reviewed,us,us
2024-10-01T09:17:15.681Z,-2.6637,-80.9125,35,4.6,mb,85,153,1.437,0.61,us,us7000nhew,2024-10-01T13:42:33.040Z,"47 km S of La Libertad, Ecuador",earthquake,10.2,1.948,0.048,127,reviewed,us,us
2024-10-01T09:07:36.450Z,-2.7017,-80.8537,35,4.5,mwr,70,153,1.395,0.68,us,us7000nhes,2024-10-01T11:22:17.040Z,"52 km S of La Libertad, Ecuador",earthquake,7.06,1.638,0.068,21,reviewed,us,us
2024-10-01T09:04:27.590Z,-2.5509,-80.5811,35,3.6,ml,12,313,1.087,0.74,us,us7000nher,2024-10-01T14:22:15.040Z,"23 km WNW of Playas, Ecuador",earthquake,5.15,2.028,0.074,24,reviewed,us,us
2024-10-01T08:38:38.191Z,-19.8874,-175.3295,164.536,4.5,mb,37,84,1.522,1.22,us,us7000nhel,2024-10-01T09:00:05.040Z,"102 km W of Pangai, Tonga",earthquake,10.06,9.214,0.078,48,reviewed,us,us
2024-10-01T08:34:30.350Z,19.1253333333333,-66.4036666666667,29.02,3.12,md,16,261,0.6557,0.09,pr,pr71461488,2024-10-01T08:56:33.910Z,"73 km N of Brenas, Puerto Rico",earthquake,0.64,4.7,0.0784751937988459,9,reviewed,pr,pr
2024-10-01T08:23:24.576Z,-19.6058,-174.0438,10,5,mb,43,87,1.959,1.77,us,us7000nhee,2024-10-01T20:32:16.784Z,"33 km ENE of Fangale’ounga, Tonga",earthquake,7.69,1.885,0.034,279,reviewed,us,us
2024-10-01T08:23:12.164Z,4.3436,-87.4192,20.973,4.7,mww,58,102,5.942,1.4,us,us7000nhec,2024-10-01T08:56:23.040Z,"off the coast of Central America",earthquake,7.89,5.563,0.068,21,reviewed,us,us
2024-10-01T07:23:20.605Z,-2.5504,-80.4867,43.176,3.5,mb,16,236,0.999,0.7,us,us7000nhe3,2024-10-01T08:12:22.040Z,"14 km NW of Playas, Ecuador",earthquake,8.91,19.335,0.351,2,reviewed,us,us
2024-10-01T07:12:36.190Z,18.0206,-66.7601,16,3.39,md,19,140,0.1889,0.24,pr,pr2024275000,2024-10-08T07:13:28.040Z,"1 km ENE of Magas Arriba, Puerto Rico",earthquake,0.6,0.88,0.1,15,reviewed,pr,pr
2024-10-01T07:10:38.587Z,0.4903,122.2921,121.587,5,mb,63,59,1.596,0.85,us,us7000nhe1,2024-10-01T07:28:26.040Z,"85 km W of Gorontalo, Indonesia",earthquake,7.02,5.419,0.069,68,reviewed,us,us
2024-10-01T06:33:45.325Z,51.1135,-176.2356,15,3.6,ml,,,,0.3,ak,ak024cmwk7k9,2024-10-01T16:00:50.184Z,"89 km SSE of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2024-10-01T05:52:49.980Z,31.4537,132.406,15.014,4.6,mb,28,129,1.67,0.65,us,us7000nhdq,2024-10-01T06:53:42.040Z,"100 km E of Nichinan, Japan",earthquake,6.55,4.752,0.112,24,reviewed,us,us
2024-10-01T05:10:22.693Z,53.1874,-166.6766,25.6,3.8,ml,,,,0.49,ak,ak024cmvtsjg,2024-10-01T15:58:39.800Z,"77 km S of Unalaska, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2024-10-01T05:01:57.237Z,-20.1953,-70.6982,21.903,5.3,mww,77,109,0.538,0.94,us,us7000nhdc,2024-10-02T00:27:35.082Z,"56 km W of Puerto, Chile",earthquake,3.91,2.814,0.066,22,reviewed,us,us
2024-10-01T04:49:40.351Z,-41.5731,174.3037,18.783,4.7,mb,35,62,0.401,0.7,us,us7000nhda,2024-10-05T16:28:23.946Z,"29 km E of Witherlea, New Zealand",earthquake,3.33,4.374,0.137,16,reviewed,us,us
2024-10-01T04:14:25.179Z,39.716,20.2505,38.666,4.1,mb,49,107,1.417,0.72,us,us7000nhd6,2024-10-02T19:32:48.040Z,"8 km NE of Konispol, Albania",earthquake,5.66,8.442,0.175,9,reviewed,us,us
2024-10-01T02:18:22.043Z,1.1363,98.8305,103.875,5,mb,81,37,1.266,0.72,us,us7000nhcp,2024-10-02T04:13:38.040Z,"55 km WSW of Padangsidempuan, Indonesia",earthquake,5.85,1.874,0.055,106,reviewed,us,us
2024-10-01T02:16:26.724Z,51.041,-176.1342,37.393,4.2,mb,31,198,0.839,0.79,us,us7000nhcr,2024-10-02T03:52:46.040Z,"98 km SSE of Adak, Alaska",earthquake,5.61,2.282,0.186,8,reviewed,us,us
2024-10-01T01:33:38.720Z,-5.2467,152.5585,35,5,mb,44,50,1.12,0.73,us,us7000nhci,2024-10-02T03:44:30.040Z,"104 km SSE of Kokopo, Papua New Guinea",earthquake,8.96,1.844,0.058,95,reviewed,us,us
2024-10-01T00:54:14.421Z,31.607,-103.962,8.7274,3.4,ml,16,58,0,0.1,tx,tx2024tgrx,2024-10-07T18:43:29.437Z,"36 km WSW of Mentone, Texas",earthquake,0.5204415746341337,0.4724878463240754,0.2,24,reviewed,tx,tx
